name,source,gender,wikidata,type
Pinksterbloemstraat,wikidata,,Q27490,way
Plataanweg,wikidata,,Q163025,way
Portugallaan,wikidata,,Q45,way
Prunushage,wikidata,,Q190545,way
Reest,wikidata,,Q2235507,way
Reggestraat,wikidata,,Q2137550,way
Reigerstraat,wikidata,,Q18789,way
Resedastraat,wikidata,,Q161061,way
Rhebruggenstraat,wikidata,,Q14262701,way
Rhônepad,wikidata,,Q602,way
Ribeshage,wikidata,,Q41387,way
Rietveld,wikidata,,Q29405155,way
Rijnstraat,wikidata,,Q584,way
Rodeweg,wikidata,,Q105411175,way
Roerdompstraat,wikidata,,Q25709,way
Roerpad,wikidata,,Q152331,way
Rolderhoofdweg,wikidata,,Q2182709,way
Rolderstraat,wikidata,,Q2182709,way
Romestraat,wikidata,,Q220,way
"Rotonde De Haar",wikidata,,Q2451504,way
"Rotonde Haarweg",wikidata,,Q2451504,way
"Rotonde Rhee",wikidata,,Q941917,way
"Rotonde Ter Aard",wikidata,,Q1982169,way
Rozenpad,wikidata,,Q102231,way
Ruysdaelstraat,wikidata,,Q19262794,way
Salland,wikidata,,Q771808,way
Sambrestraat,wikidata,,Q208267,way
Sandelhout,wikidata,,Q11122366,way
Scheldestraat,wikidata,,Q37620,way
Schieland,wikidata,,Q2303350,way
Seinepad,wikidata,,Q1471,way
Sleutelbloemstraat,wikidata,,Q158974,way
Spanjelaan,wikidata,,Q29,way
Sparrenlaan,wikidata,,Q26782,way
Speenkruidstraat,wikidata,,Q9390917,way
Sperwerstraat,wikidata,,Q25380,way
Spieringstraat,wikidata,,Q840795,way
Spoorstraat,wikidata,,Q546683,way
Stadhouderslaan,wikidata,,Q325380,way
Stationsplein,wikidata,,Q47326,relation
Stationsstraat,wikidata,,Q47326,way
Steendijk,wikidata,,Q22731,way
Steurstraat,wikidata,,Q300955,way
Tamarindehout,wikidata,,Q105687375,way
Taurus,wikidata,,Q10570,way
Taxusplantsoen,wikidata,,Q27355,way
Teenslaan,wikidata,,Q105410470,way
"Ten Catestraat",wikidata,,Q21451056,way
"Ter Aardseweg",wikidata,,Q1982169,way
Tuinfluiter,wikidata,,Q202478,way
Tuinpad,wikidata,,Q1107656,way
Tuinstraat,wikidata,,Q1107656,way
Tulpenstraat,wikidata,,Q30345409,way
Tumulusstraat,wikidata,,Q34023,way
Twenthe,wikidata,,Q1455944,way
Valkenweg,wikidata,,Q43489,way
"Van Vlissingenstraat",wikidata,,Q2743834,way
Vechtstraat,wikidata,,Q168904,way
Vennebroekstraat,wikidata,,Q2222532,way
Vesterotonde,wikidata,,Q92399305,way
Vestesingel,wikidata,,Q92399305,way
Violenstraat,wikidata,,Q146095,way
Virgo,wikidata,,Q8842,way
Vlasveld,wikidata,,Q47089651,way
Vledderinge,wikidata,,Q2151252,way
Vogelkerslaan,wikidata,,Q165424,way
Vredeveldseweg,wikidata,,Q2521818,way
Vredeveldtunnel,wikidata,,Q2521818,way
WZApad,wikidata,,Q2549393,way
Waterhoen,wikidata,,Q18847,way
Weserstraat,wikidata,,Q1650,way
Westergoo,wikidata,,Q2613828,way
Westerwoldestraat,wikidata,,Q1758227,way
Westrupstraat,wikidata,,Q2573612,way
Weteringstraat,wikidata,,Q708457,way
Wiltonstraat,wikidata,,Q2583543,way
Winde,wikidata,,Q144497,way
Witterhoofdweg,wikidata,,Q2586736,way
Witterstraat,wikidata,,Q2586736,way
Wolgastraat,wikidata,,Q626,way
Wouwstraat,wikidata,,Q208342,way
Zaanstraat,wikidata,,Q136660,way
Zalmstraat,wikidata,,Q184238,way
Zeeltstraat,wikidata,,Q76280,way
Zeilmakerstraat,wikidata,,Q549237,way
Zevensterstraat,wikidata,,Q50346430,way
Zilverschoonstraat,wikidata,,Q157815,way
Zonnedauwstraat,wikidata,,Q266,way
Zuidenveld,wikidata,,Q3377106,way
Zuidersingel,wikidata,,Q1996464,way
Zwanenstraat,wikidata,,Q18960530,way
Zwedenlaan,wikidata,,Q34,way
"'t Laantje",,,,way
"'t Roege Pad",,,,way
"'t Stede",,,,way
"11 decemberlaantje",,,,way
"A.H.G. Fokkerstraat",,,,way
Aak,,,,way
Aar,,,,way
Aardbeihof,,,,way
Abeelhout,,,,way
Abrikoospad,,,,way
Achterpad,,,,way
Achterstebree,,,,way
Agaatstoep,,,,way
"Aletta Jacobsweg",,,,way
Alkmesschen,,,,way
Alteveerstraat,,,,way
Amandelpad,,,,way
Amarilstoep,,,,way
Amelte,,,,way
Amelterhout,,,,way
"Anne Frank Plantsoen",,,,way
Anreep,,,,way
Apollopad,,,,way
Appelhof,,,,way
Asserwijk,,,,way
Aubussonpad,,,,way
Baanderheugte,,,,way
Baggelhuizen,,,,way
Balkendwarsweg,,,,way
Balkengracht,,,,way
Balkenweg,,,,way
Balsahout,,,,way
Beek,,,,way
Beekeerdhamel,,,,way
Beemdpad,,,,way
Bellevue,,,,way
Berkenstraat,,,,way
Beunheugte,,,,way
Beuzeveen,,,,way
Bezembinderstraat,,,,way
Binnenes,,,,way
Binnenstoep,,,,way
Bitse,,,,way
Blikbree,,,,way
Blokmakerstraat,,,,way
Boeier,,,,way
Boeimesschen,,,,way
Boeremientpad,,,,way
Boergoorn,,,,way
Boerhoorndreef,,,,way
Boerkamppad,,,,way
Boerkampweg,,,,way
Boermarkeweg,,,,way
Borgstee,,,,way
Boskamp,,,,way
Bosstraat,,,,way
Bostulp,,,,way
Bovist,,,,way
Brandlaan,,,,way
Brikheugte,,,,way
Briljantpad,,,,way
Briljantstoep,,,,way
Brink,,,,way
Brinkstraat,,,,way
Broeklaan,,,,way
Brummelkampen,,,,way
Buitenbree,,,,way
Buitenes,,,,way
"Burgemeester Bothenius Lohmanweg",,,,way
"Burgemeester Gratamastraat",,,,way
"Burgemeester de Dreuplein",,,,way
Cantharel,,,,way
"Caro van Eyckweg",,,,way
Cereshof,,,,way
Ceresplein,,,,relation
Ceresstraat,,,,way
Citadel,,,,way
"Content Hofstede",,,,way
Cypreslaan,,,,way
Dassenslag,,,,way
"De Boomgaard",,,,way
"De Broeken",,,,way
"De Bult",,,,way
"De Doorsteek",,,,way
"De Gaarde",,,,way
"De Haar",,,,way
"De Havixhorststraat",,,,way
"De Hoogspanningsweg",,,,way
"De Lariks",,,,way
"De Strubben",,,,way
Deelheugte,,,,way
Delbar,,,,way
Delft,,,,way
Dennenweg,,,,way
Derkingehof,,,,way
Diamantstoep,,,,way
Diepstroeten,,,,way
Dijkveldpad,,,,way
Dillanden,,,,way
Dilletuin,,,,way
Dobbenwal,,,,way
Doevenkamp,,,,way
Domeinpad,,,,way
Domeinweg,,,,way
Dreslanden,,,,way
Driesweg,,,,way
Drostenlaan,,,,way
Duikersloot,,,,way
Dunningestraat,,,,way
Dusselheugte,,,,way
Dwarsbree,,,,way
Echtenstraat,,,,way
Eekhoornslag,,,,way
Eekmolen,,,,way
Eem,,,,way
Eenboomslaan,,,,way
Eendmesschen,,,,way
Egelslag,,,,way
Ekkelwal,,,,way
Elandlaan,,,,way
Eleveld,,,,way
Elfenbank,,,,way
Ellen,,,,way
Elstar,,,,way
Enkeerdbrug,,,,way
Enkeerdhamel,,,,way
Enkeerdpad,,,,way
Epe,,,,way
Esakkerweg,,,,way
Esstraat,,,,way
Europaweg-Zuid,,,,way
Everlaan,,,,way
Fokkenslaantje,,,,way
Forum,,,,way
Frambozenhof,,,,way
Franjehoed,,,,way
Fuutmesschen,,,,way
Gansmesschen,,,,way
Gasfabriekstraat,,,,way
Gazellenlaan,,,,way
"Gedempte Singel",,,,way
Geelbroekerweg,,,,way
Geerlanden,,,,way
"Geert Timmerbocht",,,,way
Gersthullen,,,,way
Gildestraat,,,,way
Gloster,,,,way
Goorlaan,,,,way
Goudreinet,,,,way
"Gouverneur Hofstedelaan",,,,way
Gouwe,,,,way
Grasbeemd,,,,way
Graswijk,,,,way
Gravenlanden,,,,way
Grift,,,,way
"Groene Dijk N.Z.",,,,way
"Groene Dijk Z.Z.",,,,way
Groenkampen,,,,way
Groningerdwarsstraat,,,,way
Groningerstraat,,,,way
"Grote Hout",,,,way
Haarbocht,,,,way
Haarlaan,,,,way
Hamerslanden,,,,way
Havenkanaalpad,,,,way
Haverhullen,,,,way
Hazelaarhof,,,,way
Hazenoor,,,,way
Hazenpad,,,,way
Heklanden,,,,way
"Hendrik van Boeijenlaan",,,,way
Herepad,,,,way
Hermelijnslag,,,,way
Hertenkamp,,,,way
Hertenlaan,,,,way
"Het Grote Veld",,,,way
"Het Kanaal",,,,way
"Het Kleuvenveld",,,,way
Heugtepad,,,,way
Hietlanden,,,,way
"Hildegard van Bingenrotonde",,,,way
Hildeheugte,,,,way
Hindenlaan,,,,way
Hoekbree,,,,way
Hofstukken,,,,way
"Hoge Heide",,,,way
Holthe,,,,way
Hommelkleuven,,,,way
Hoofdlaan,,,,way
Hoofdvaartsweg,,,,way
Hoofdweg,,,,way
Hoogbree,,,,way
Hooibeemd,,,,way
Hophullen,,,,way
Houtlaan,,,,way
Huisingehof,,,,way
Huningahof,,,,way
Hunze,,,,way
Iemstukken,,,,way
"Jacob Cramerplein",,,,way
Jadestoep,,,,way
"Jan Naardingstraat",,,,way
"Jan Palachweg",,,,way
"Johan Hoflaan",,,,way
Jonagold,,,,way
Julianastraat,,,,way
Jupiterstraat,,,,way
Juweelstoep,,,,way
Kaarnheugte,,,,way
Kambalahout,,,,way
Kamilletuin,,,,way
Kanaalstraat,,,,way
"Kanaalweg West",,,,way
Karmijn,,,,way
Kazernelaan,,,,way
Keerweer,,,,way
Kerkhofslaan,,,,way
Kerkpad,,,,way
Kersenhof,,,,way
Ketellapperstraat,,,,way
Keverkleuven,,,,way
Kiellanden,,,,way
Kiepheugte,,,,way
Kleihamel,,,,way
"Kleine Espad",,,,way
"Kleine Hout",,,,way
"Kleine Marktstraat",,,,way
Kleinebree,,,,way
Kleuvenstee,,,,way
Klinkespad,,,,way
Kloekhorststraat,,,,way
Kloekslaan,,,,way
Klompmakerstraat,,,,way
Kloosterbrug,,,,way
Kloosterdijk,,,,way
Kloosterhout,,,,way
Kloostersingel,,,,way
Kloosterstraat,,,,way
Kloosterveenrotonde,,,,way
Kloosterveste,,,,way
Kloosterweg,,,,way
Knollenkampen,,,,way
Koldakker,,,,way
Koningsmantel,,,,way
Koopmansplein,,,,way
Koperslagerstraat,,,,way
Koraalstoep,,,,way
Korenmaat,,,,way
Korenmolen,,,,way
Kornalijnstoep,,,,way
Kortbossen,,,,way
Kortbossenpad,,,,way
Kortbree,,,,way
"Korte Hout",,,,way
Krekelkleuven,,,,way
Kristalstoep,,,,way
Kroonwerk,,,,way
Kruidenpad,,,,way
Kruisstraat,,,,way
Krulzoom,,,,way
Kymmelhof,,,,way
Laaghalerveen,,,,way
Laak,,,,way
Langbree,,,,way
"Lange Hout",,,,way
"Lange hout",,,,way
Langedijk,,,,way
Lantingehof,,,,way
Larikspad,,,,way
Laurierpark,,,,way
Laurierstraat,,,,way
Leemhamel,,,,way
Leergang,,,,way
Leie,,,,way
Libelkleuven,,,,way
Lindelaan,,,,way
Lonerrotonde,,,,way
Lottingstraat,,,,way
Madijk,,,,way
Mandemaat,,,,way
Mandeveen,,,,way
Manningahof,,,,way
Markedreef,,,,way
Markepad,,,,way
Markt,,,,way
Marktstraat,,,,way
Marsdijk,,,,way
Marsstraat,,,,way
Marterslag,,,,way
Mastmakerpad,,,,way
Mastmakerstraat,,,,way
Meentgoorn,,,,way
Meerkoetmesschen,,,,way
Meeuwenmeer,,,,way
Meeuwmesschen,,,,way
Menning,,,,way
Mercuriusplein,,,,relation
Messchenpad,,,,way
Middenbree,,,,way
Middenweg,,,,way
Minervalaan,,,,way
Minervaplein,,,,way
Moerbeistraat,,,,way
Molenbrug,,,,way
Morielje,,,,way
Mosbeemd,,,,way
Mosklok,,,,way
Muddegoorn,,,,way
Mulderstraat,,,,way
Naoberdreef,,,,way
Neptunusplein,,,,way
"Nieuwe Huizen",,,,way
Nijlandstraat,,,,way
Nijstukken,,,,way
Nijverheidsweg,,,,way
Noordenveld,,,,way
Noorderes,,,,way
Noorderplantsoen,,,,way
Noorderpoort,,,,way
Noordersingel,,,,way
Noorderstaete,,,,way
Oldambtstraat,,,,way
Oldengaardestraat,,,,way
Omloop,,,,way
"Onder de Beuken",,,,way
Onstahof,,,,way
Oostergoo,,,,way
Oostergracht,,,,way
Oosterhoutje,,,,way
Oosterwal,,,,way
"Op Stee",,,,way
Opaalstoep,,,,way
Oranjestraat,,,,way
Ossebroeken,,,,way
Oud-Spoorpad,,,,way
"Oude Haarweg",,,,way
"Oude Molenstraat",,,,way
"Oude Poststraat",,,,way
"Oude Trambaan",,,,way
Oude-Grachtpad,,,,way
Oude-Hoofdvaartsweg,,,,way
Oudestraat,,,,way
Overstoep,,,,way
Paaskamp,,,,way
"Pad langs graf van valkenstein",,,,way
Papayapad,,,,way
Parelstoep,,,,way
"Parkeergarage Stadhuis",,,,way
Parkplein,,,,way
Parkstraat,,,,way
Peelerpark,,,,way
Peelerveld,,,,way
Peeloërespad,,,,way
Perenstraat,,,,way
Perzikstraat,,,,way
Pitteloseweg,,,,way
Planetenlaan,,,,way
Plutostraat,,,,way
Podzolhamel,,,,way
Polweg,,,,way
Populierstraat,,,,way
"Port Natalweg",,,,way
Port-Natalplein,,,,way
Poststraat,,,,way
Pottenbakkerstraat,,,,way
Praam,,,,way
Pronkridder,,,,way
Prooststraat,,,,way
Propellerpad,,,,way
Punter,,,,way
Ramshoek,,,,way
Ravellaan,,,,way
Riete,,,,way
"Rijksweg 33",,,,way
Riklanden,,,,way
Robijnstoep,,,,way
Rochtplein,,,,way
"Rode Heklaan",,,,way
Roegoorn,,,,way
Roggehullen,,,,way
Roldertorenlaan,,,,way
Rondgang,,,,way
"Rotonde De Hoogspanning",,,,way
"Rotonde Hoofdlaan",,,,way
"Rotonde Peelo",,,,way
Rozemarijntuin,,,,way
Ruiterakker,,,,way
Runde,,,,way
Ruskenbeemd,,,,way
Ruskenhoek,,,,way
Saffierstoep,,,,way
Saturnusstraat,,,,way
Schanswal,,,,way
Scharmbarg,,,,way
Schatgoorn,,,,way
Schepelgoorn,,,,way
Schepersmaat,,,,way
Schieven,,,,way
Schoolstraat,,,,way
Schultestraat,,,,way
Singelpassage,,,,way
Slagenpad,,,,way
Slinge,,,,way
Sluisstraat,,,,way
Smalgoorn,,,,way
Smaragdstoep,,,,way
Smetanalaan,,,,way
Smientmesschen,,,,way
Smilderrotonde,,,,way
Snikke,,,,way
Snipmesschen,,,,way
Spiekerlanden,,,,way
Spintgoorn,,,,way
Sportlaan,,,,way
Stadsbroek,,,,way
Station,,,,way
Stedegroen,,,,way
Stedehof,,,,way
Stedelaan,,,,way
Stedepark,,,,way
Stedesingel,,,,way
Stedewaarts,,,,way
Stedewater,,,,way
Steegeveensepad,,,,way
Steeginghof,,,,way
Steenhouwerstraat,,,,way
Steigermesschen,,,,way
Stekkenwal,,,,way
Stelling,,,,way
Stelmakerstraat,,,,way
Sternmesschen,,,,way
Stobakkerpad,,,,way
Stoepveldsingel,,,,way
Strengenpad,,,,way
Stroom,,,,way
"TT Circuit",,,,way
"TT Junior Track",,,,way
TT-tunnelweg,,,,way
Taarlosebrug,,,,way
Taarloseweg,,,,way
Tankgracht,,,,way
Tarwehullen,,,,way
Telglanden,,,,way
Terreplein,,,,relation
Tesingehof,,,,way
Thorbeckelaan,,,,way
Tichelkampen,,,,way
Tiendlanden,,,,way
Tijmpark,,,,way
Tijmstraat,,,,way
Tiplanden,,,,way
Tjalk,,,,way
Torenespad,,,,way
Torenlaan,,,,way
Torenrotonde,,,,way
Touwslagerslaan,,,,way
Transportweg,,,,way
Traverse,,,,way
Triade,,,,way
Truffel,,,,way
Tussenbree,,,,way
Twaalfsuurlaan,,,,way
Tweesporenweg,,,,way
Twiegenpad,,,,way
Twijfelveldspad,,,,way
Tymanshof,,,,way
Uitkamp,,,,way
Ulohof,,,,way
Uranusstraat,,,,way
"Vaart Noordzijde",,,,way
"Vaart Zuidzijde",,,,way
"Van den Muyzenbergpad",,,,way
Varenkampen,,,,way
Veemarkt,,,,way
Veemarktpad,,,,way
Veemarktplein,,,,way
Veemarktstraat,,,,way
Veemarktzicht,,,,way
Veenbiezenpad,,,,way
Veenhamel,,,,way
Veenkampen,,,,way
Veenslang,,,,way
Veenwalweg,,,,way
Venestraat,,,,way
Vennenpad,,,,way
Venuskade,,,,way
Vesteplein,,,,way
Vlamhoed,,,,way
Vleerpad,,,,way
Vleerwal,,,,way
Vleugellaan,,,,way
Vliegenierspad,,,,way
Vlinderkleuven,,,,way
Vlintdreef,,,,way
Volmachtendreef,,,,way
Voorstebree,,,,way
Vossenlaan,,,,way
Vossenslag,,,,way
Vreebergen,,,,way
Vreelanden,,,,way
Wagenmakerstraat,,,,way
Walakker,,,,way
Wasplaat,,,,way
Weidebeemd,,,,way
Weiersloop,,,,way
Weierspoort,,,,way
Weiersstraat,,,,way
Welheugte,,,,way
Wendakker,,,,way
Westerbrink,,,,way
Westerlaan,,,,way
Westerwal,,,,way
Weverstraat,,,,way
Wiemelheugte,,,,way
Wijkbaan,,,,way
Wilgenbeemd,,,,way
Winkelakker,,,,way
"Winkelcentrum Marsdijk",,,,way
"Winkelrijk Marsdijk",,,,way
Witterbroek,,,,way
Wittergoorn,,,,way
Witterhaar,,,,way
Witterweg,,,,way
Witterzomer,,,,way
Woerdes,,,,way
Wolvenlaan,,,,way
Wolvenveen,,,,way
Wulpmesschen,,,,way
Zaagmolen,,,,way
Zadelmakerstraat,,,,way
Zandhamel,,,,way
Zeijerveen,,,,way
Zeijerweg,,,,way
Zendmastweg,,,,way
Zichtheugte,,,,way
Zompdijk,,,,way
Zoom,,,,way
Zuidergracht,,,,way
Zuiderkade,,,,way
Zuiderpoort,,,,way
Zuidhaege,,,,way
Zuringes,,,,way
Zwartwatersweg,,,,way
Zwin,,,,way
